invoice_id,subscription_id,user_id,amount_usd,status,invoice_date,plan
inv_6c0afdc47ca344,sub_9facea479ca744,usr_00038,79,paid,2024-03-06,business
inv_8ffff8c64bc946,sub_9facea479ca744,usr_00038,79,paid,2024-04-05,business
inv_409dca393ca944,sub_9facea479ca744,usr_00038,79,paid,2024-05-05,business
inv_f5e2c9c6975e41,sub_9facea479ca744,usr_00038,79,paid,2024-06-04,business
inv_94aca67d9ce44e,sub_9facea479ca744,usr_00038,79,paid,2024-07-04,business
inv_f7328f391a2242,sub_c9b7b661e63149,usr_00039,29,paid,2024-01-06,pro
inv_53de761e0a7340,sub_c9b7b661e63149,usr_00039,29,paid,2025-01-05,pro
inv_b0f52412513c44,sub_f321a3a1587d48,usr_00056,29,paid,2024-01-08,pro
inv_c3bb7feb6aed4c,sub_f321a3a1587d48,usr_00056,29,paid,2024-02-07,pro
inv_70d39e3c39044e,sub_f0855988963045,usr_00097,29,paid,2024-01-13,pro
inv_4aba33f102eb40,sub_f0855988963045,usr_00097,29,paid,2024-02-12,pro
inv_c3478a8fb5b749,sub_f0855988963045,usr_00097,29,paid,2024-03-13,pro
inv_22090d64100a4c,sub_f0855988963045,usr_00097,29,paid,2024-04-12,pro
inv_6b3a227e2f2543,sub_f0855988963045,usr_00097,29,paid,2024-05-12,pro
inv_92286080051e46,sub_f0855988963045,usr_00097,29,paid,2024-06-11,pro
inv_df8579768c4349,sub_f0855988963045,usr_00097,29,paid,2024-07-11,pro
inv_c7903ac657ca48,sub_f0855988963045,usr_00097,29,paid,2024-08-10,pro
inv_851d5b39f80f46,sub_f0855988963045,usr_00097,29,paid,2024-09-09,pro
inv_e497110cd5b348,sub_f0855988963045,usr_00097,29,paid,2024-10-09,pro
inv_b5f0c2d95ff24a,sub_f0855988963045,usr_00097,29,paid,2024-11-08,pro
inv_5bf4b9d26ca84a,sub_c3f6882c08eb4d,usr_00112,29,paid,2024-01-15,pro
inv_79cd0672ce484c,sub_c3f6882c08eb4d,usr_00112,29,paid,2024-02-14,pro
inv_059410764eb549,sub_4cc39c89c3e645,usr_00116,29,failed,2024-01-16,pro
inv_bbae6a83544048,sub_40a2dfb44d2841,usr_00139,29,paid,2024-01-20,pro
inv_ddbcf599151342,sub_40a2dfb44d2841,usr_00139,29,paid,2024-02-19,pro
inv_729f9a95ebf949,sub_40a2dfb44d2841,usr_00139,29,paid,2024-03-20,pro
inv_9ccf77c738bd41,sub_40a2dfb44d2841,usr_00139,29,paid,2024-04-19,pro
inv_938a503d680044,sub_40a2dfb44d2841,usr_00139,29,paid,2024-05-19,pro
inv_3963ea438cf743,sub_cc189d22987448,usr_00154,29,paid,2024-01-21,pro
inv_c55a33f8259b4b,sub_cc189d22987448,usr_00154,29,paid,2024-02-20,pro
inv_015d7456b02b47,sub_cc189d22987448,usr_00154,29,paid,2024-03-21,pro
inv_dbda3f755e144d,sub_cc189d22987448,usr_00154,29,paid,2024-04-20,pro
inv_e104882dd04b43,sub_cc189d22987448,usr_00154,29,paid,2024-05-20,pro
inv_789586a02f8041,sub_cc189d22987448,usr_00154,29,paid,2024-06-19,pro
inv_20991830830f47,sub_cc189d22987448,usr_00154,29,paid,2024-07-19,pro
inv_b48d4c3a4e3248,sub_cc189d22987448,usr_00154,29,paid,2024-08-18,pro
inv_abe5dc4b75e34a,sub_cc189d22987448,usr_00154,29,paid,2024-09-17,pro
inv_6d3c0184cfa049,sub_cc189d22987448,usr_00154,29,failed,2024-10-17,pro
inv_2b77588d6eef42,sub_046042c1985e41,usr_00176,29,paid,2024-01-24,pro
inv_aa6784630ee545,sub_116f4cad2acf49,usr_00197,29,paid,2024-01-26,pro
inv_4286ce960a1242,sub_116f4cad2acf49,usr_00197,29,paid,2024-02-25,pro
inv_4d2babd6cb4646,sub_116f4cad2acf49,usr_00197,29,paid,2024-03-26,pro
inv_e07a794bb7ac42,sub_116f4cad2acf49,usr_00197,29,paid,2024-04-25,pro
inv_5988f53202c94a,sub_116f4cad2acf49,usr_00197,29,paid,2024-05-25,pro
inv_a47cce53d7b344,sub_116f4cad2acf49,usr_00197,29,paid,2024-06-24,pro
inv_246e5fe6d30648,sub_116f4cad2acf49,usr_00197,29,paid,2024-07-24,pro
inv_3cc5cb835a9a48,sub_116f4cad2acf49,usr_00197,29,paid,2024-08-23,pro
inv_1169b39714b847,sub_116f4cad2acf49,usr_00197,29,paid,2024-09-22,pro
inv_b5383c1733324b,sub_116f4cad2acf49,usr_00197,29,paid,2024-10-22,pro
inv_8087c1066a6142,sub_116f4cad2acf49,usr_00197,29,paid,2024-11-21,pro
inv_960d3a8ad36045,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-01-27,business
inv_14bad3a3ccc448,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-02-26,business
inv_f9ef2300c93944,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-03-27,business
inv_6a396bd5faf149,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-04-26,business
inv_ff962b6e0aba43,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-05-26,business
inv_a0d84f8726e54b,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-06-25,business
inv_b00c468e675845,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-07-25,business
inv_f9f3f8868d394f,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-08-24,business
inv_2a935020ce0f47,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-09-23,business
inv_44c679123b4d4c,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-10-23,business
inv_363338e5b11647,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-11-22,business
inv_bdf46ea6785a4f,sub_ed832ad7b67d4b,usr_00205,79,paid,2024-12-22,business
inv_3db6fa79eebc46,sub_5d7c87a4a0da47,usr_00207,29,paid,2024-01-27,pro
inv_966a03e8538446,sub_0cd6ef9d713444,usr_00209,29,paid,2024-01-28,pro
inv_6661991527f74f,sub_0cd6ef9d713444,usr_00209,29,paid,2024-02-27,pro
inv_1fc274bd62aa45,sub_0cd6ef9d713444,usr_00209,29,paid,2024-03-28,pro
inv_14e866c12d9d42,sub_0cd6ef9d713444,usr_00209,29,paid,2024-04-27,pro
inv_9d1ed4299bf940,sub_0cd6ef9d713444,usr_00209,29,paid,2024-05-27,pro
inv_00a74746f7e546,sub_0cd6ef9d713444,usr_00209,29,paid,2024-06-26,pro
inv_d7ca3a31c61644,sub_0cd6ef9d713444,usr_00209,29,paid,2024-07-26,pro
inv_73e65445b6774a,sub_0cd6ef9d713444,usr_00209,29,paid,2024-08-25,pro
inv_c95a9947578647,sub_0cd6ef9d713444,usr_00209,29,paid,2024-09-24,pro
inv_91291d270f2e48,sub_0cd6ef9d713444,usr_00209,29,paid,2024-10-24,pro
inv_311c83dafb6d40,sub_0cd6ef9d713444,usr_00209,29,paid,2024-11-23,pro
inv_42fcde8a706340,sub_fbf7b6d46bbf43,usr_00214,29,paid,2024-01-29,pro
inv_625a89c64b1949,sub_fbf7b6d46bbf43,usr_00214,29,paid,2024-02-28,pro
inv_2dc54818e1ec44,sub_fbf7b6d46bbf43,usr_00214,29,paid,2024-03-29,pro
inv_dba967fb883f4e,sub_fbf7b6d46bbf43,usr_00214,29,paid,2024-04-28,pro
inv_65b8fc9955f649,sub_fbf7b6d46bbf43,usr_00214,29,paid,2024-05-28,pro
inv_0836aa33aac845,sub_4076a86fa4634a,usr_00216,29,paid,2024-01-29,pro
inv_0b807dac09a849,sub_4076a86fa4634a,usr_00216,29,paid,2024-02-28,pro
inv_3a7f70ff6f7e4b,sub_4076a86fa4634a,usr_00216,29,paid,2024-03-29,pro
inv_2760e3863d714b,sub_4076a86fa4634a,usr_00216,29,paid,2024-04-28,pro
inv_0e674cd9ac9649,sub_4076a86fa4634a,usr_00216,29,paid,2024-05-28,pro
inv_19ff7e62ea1d47,sub_4076a86fa4634a,usr_00216,29,paid,2024-06-27,pro
inv_ee2464ff386348,sub_4076a86fa4634a,usr_00216,29,paid,2024-07-27,pro
inv_5b88ca7dd92545,sub_4076a86fa4634a,usr_00216,29,paid,2024-08-26,pro
inv_bd0a60ff5f894b,sub_4076a86fa4634a,usr_00216,29,paid,2024-09-25,pro
inv_24820b9263b444,sub_4076a86fa4634a,usr_00216,29,paid,2024-10-25,pro
inv_00de3c3655624a,sub_4076a86fa4634a,usr_00216,29,paid,2024-11-24,pro
inv_9a6bce99555d4e,sub_4076a86fa4634a,usr_00216,29,paid,2024-12-24,pro
inv_5e1c4d7015464b,sub_c208505cc39a40,usr_00238,29,paid,2024-01-31,pro
inv_ccf663e5184343,sub_91128f0cec6247,usr_00269,29,paid,2024-02-04,pro
inv_2bb51bd8ce9d43,sub_91128f0cec6247,usr_00269,29,paid,2024-03-05,pro
inv_0c103857f39e46,sub_91128f0cec6247,usr_00269,29,paid,2024-04-04,pro
inv_2da2941b91ef41,sub_91128f0cec6247,usr_00269,29,paid,2024-05-04,pro
inv_efd914922b154b,sub_91128f0cec6247,usr_00269,29,paid,2024-06-03,pro
inv_4a7c60df04f741,sub_91128f0cec6247,usr_00269,29,paid,2024-07-03,pro
inv_b71a5b33dff24d,sub_91128f0cec6247,usr_00269,29,paid,2024-08-02,pro
inv_00fce7b813454a,sub_91128f0cec6247,usr_00269,29,paid,2024-09-01,pro
inv_5eb6ad601b1044,sub_2e18a2ff749a46,usr_00304,29,paid,2024-02-08,pro
inv_2ef27d34e99e40,sub_f3d86874f6e944,usr_00309,29,paid,2024-02-08,pro
inv_c8d44a2b88d34e,sub_f3d86874f6e944,usr_00309,29,paid,2024-03-09,pro
inv_4dfeb28e1a0d49,sub_f3d86874f6e944,usr_00309,29,paid,2024-04-08,pro
inv_c69997b236054c,sub_0764529bb1a44d,usr_00310,29,paid,2024-02-08,pro
inv_6da9a124bddd4b,sub_0764529bb1a44d,usr_00310,29,paid,2024-03-09,pro
inv_0279ca4603734b,sub_0764529bb1a44d,usr_00310,29,paid,2024-04-08,pro
inv_4b97e9e39ba744,sub_0764529bb1a44d,usr_00310,29,paid,2024-05-08,pro
inv_dd1d8e5d533141,sub_0764529bb1a44d,usr_00310,29,paid,2024-06-07,pro
inv_5d462fecdf5747,sub_0764529bb1a44d,usr_00310,29,paid,2024-07-07,pro
inv_83f089c88b1345,sub_0764529bb1a44d,usr_00310,29,paid,2024-08-06,pro
inv_8841ec58d4314d,sub_0764529bb1a44d,usr_00310,29,paid,2024-09-05,pro
inv_ce3f6f6e3eba49,sub_0764529bb1a44d,usr_00310,29,paid,2024-10-05,pro
inv_76210d1bbec140,sub_0764529bb1a44d,usr_00310,29,paid,2024-11-04,pro
inv_7b7dc31796924a,sub_0764529bb1a44d,usr_00310,29,failed,2024-12-04,pro
inv_73c26570365b40,sub_0764529bb1a44d,usr_00310,29,paid,2025-01-03,pro
inv_e7d250f3689940,sub_0764529bb1a44d,usr_00310,29,paid,2025-02-02,pro
inv_ba8a26ef356049,sub_2f6f34dde55648,usr_00359,29,paid,2024-02-13,pro
inv_f0035334bd6143,sub_2f6f34dde55648,usr_00359,29,paid,2024-03-14,pro
inv_0e446affb92048,sub_2f6f34dde55648,usr_00359,29,paid,2024-04-13,pro
inv_897e66867a9e43,sub_2f6f34dde55648,usr_00359,29,paid,2024-05-13,pro
inv_18f72f2de49945,sub_2f6f34dde55648,usr_00359,29,paid,2024-06-12,pro
inv_97414151bdca45,sub_2f6f34dde55648,usr_00359,29,paid,2024-07-12,pro
inv_66c8a451e46748,sub_2f6f34dde55648,usr_00359,29,paid,2024-08-11,pro
inv_2181a8ec28964e,sub_2f6f34dde55648,usr_00359,29,paid,2024-09-10,pro
inv_43941bc051b148,sub_2f6f34dde55648,usr_00359,29,paid,2024-10-10,pro
inv_53f51c77a5374e,sub_2f6f34dde55648,usr_00359,29,paid,2024-11-09,pro
inv_7cfc83882cf04d,sub_2f6f34dde55648,usr_00359,29,paid,2024-12-09,pro
inv_6cff25c1f96a4d,sub_2f6f34dde55648,usr_00359,29,paid,2025-01-08,pro
inv_5a3009cbdd8743,sub_2f6f34dde55648,usr_00359,29,paid,2025-02-07,pro
inv_064a5955ac2a4e,sub_283a220f34a34e,usr_00364,29,paid,2024-02-14,pro
inv_ec097761cb8049,sub_283a220f34a34e,usr_00364,29,paid,2024-03-15,pro
inv_17b9cc705f474a,sub_283a220f34a34e,usr_00364,29,paid,2024-04-14,pro
inv_83ee6ffc4c3e47,sub_283a220f34a34e,usr_00364,29,paid,2024-05-14,pro
inv_97128716bba947,sub_283a220f34a34e,usr_00364,29,paid,2024-06-13,pro
inv_fb06a2c4dd694c,sub_283a220f34a34e,usr_00364,29,paid,2024-07-13,pro
inv_3d30f046100243,sub_283a220f34a34e,usr_00364,29,paid,2024-08-12,pro
inv_c2fb79e6629f41,sub_283a220f34a34e,usr_00364,29,paid,2024-09-11,pro
inv_792bff5b6b8f48,sub_283a220f34a34e,usr_00364,29,paid,2024-10-11,pro
inv_d73b7f8fd58046,sub_283a220f34a34e,usr_00364,29,paid,2024-11-10,pro
inv_828da39e466448,sub_283a220f34a34e,usr_00364,29,paid,2024-12-10,pro
inv_30d98ddcf50140,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-02-14,pro
inv_43395c805d074a,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-03-15,pro
inv_c62a8b04fa5d47,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-04-14,pro
inv_977443e9b1fb43,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-05-14,pro
inv_225ee514e70244,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-06-13,pro
inv_7ebde2f0e0ba4c,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-07-13,pro
inv_288efba4dede4c,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-08-12,pro
inv_92101a0bed3d4d,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-09-11,pro
inv_2d572163018343,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-10-11,pro
inv_eab295d6aa244f,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-11-10,pro
inv_44cef2ac8bec4c,sub_0e5aa03ad51c4f,usr_00369,29,paid,2024-12-10,pro
inv_580f0a40e4c547,sub_0e5aa03ad51c4f,usr_00369,29,paid,2025-01-09,pro
inv_721825d4f52546,sub_0e5aa03ad51c4f,usr_00369,29,paid,2025-02-08,pro
inv_ddeb53a9793249,sub_3e08ff7b86b44c,usr_00374,29,paid,2024-02-15,pro
inv_64a504fc8ae344,sub_c55fbee824b342,usr_00406,29,paid,2024-02-18,pro
inv_dda79b65f3854e,sub_c55fbee824b342,usr_00406,29,paid,2024-03-19,pro
inv_ef57ce55554344,sub_c55fbee824b342,usr_00406,29,paid,2024-04-18,pro
inv_6aafed31087546,sub_c55fbee824b342,usr_00406,29,paid,2024-05-18,pro
inv_9677f08799b644,sub_c55fbee824b342,usr_00406,29,paid,2024-06-17,pro
inv_c8206382c3714f,sub_c55fbee824b342,usr_00406,29,paid,2024-07-17,pro
inv_847a9722c4034c,sub_0e4aa245199243,usr_00411,29,paid,2024-02-19,pro
inv_d7787fa0845c41,sub_0e4aa245199243,usr_00411,29,paid,2024-03-20,pro
inv_36dea65d399449,sub_492bd8257ee345,usr_00431,29,paid,2024-02-21,pro
inv_1d10b81e1df549,sub_492bd8257ee345,usr_00431,29,paid,2024-03-22,pro
inv_35be32b508c940,sub_145740ff67e444,usr_00433,29,paid,2024-02-22,pro
inv_7e9961c1f2e74b,sub_145740ff67e444,usr_00433,29,paid,2024-03-23,pro
inv_a7e8771ff50d44,sub_145740ff67e444,usr_00433,29,paid,2024-04-22,pro
inv_5da2b9f388224f,sub_145740ff67e444,usr_00433,29,paid,2024-05-22,pro
inv_52ca978353e04c,sub_145740ff67e444,usr_00433,29,paid,2024-06-21,pro
inv_3b2220d92d1a4f,sub_145740ff67e444,usr_00433,29,paid,2024-07-21,pro
inv_e86876aa7f374c,sub_14385e5b39bf41,usr_00444,79,paid,2024-02-23,business
inv_51117de5401446,sub_14385e5b39bf41,usr_00444,79,paid,2024-03-24,business
inv_6fb410df93b64f,sub_14385e5b39bf41,usr_00444,79,paid,2024-04-23,business
inv_a3985cc458144a,sub_14385e5b39bf41,usr_00444,79,paid,2024-05-23,business
inv_d8a06a09093347,sub_e1d42fa248e549,usr_00448,29,paid,2024-02-23,pro
inv_3c98c49ffd954a,sub_e1d42fa248e549,usr_00448,29,paid,2024-03-24,pro
inv_5f4b8409f1b84b,sub_e1d42fa248e549,usr_00448,29,paid,2024-04-23,pro
inv_6979085d87c146,sub_e1d42fa248e549,usr_00448,29,paid,2024-05-23,pro
inv_1f69f80a1c1248,sub_e1d42fa248e549,usr_00448,29,paid,2024-06-22,pro
inv_48ec5d25c27b4c,sub_e1d42fa248e549,usr_00448,29,paid,2024-07-22,pro
inv_a947079c31054f,sub_e1d42fa248e549,usr_00448,29,paid,2024-08-21,pro
inv_0aba8777eb7d43,sub_e1d42fa248e549,usr_00448,29,failed,2024-09-20,pro
inv_3d87c32273d441,sub_e1d42fa248e549,usr_00448,29,paid,2024-10-20,pro
inv_89aec058570d49,sub_e1d42fa248e549,usr_00448,29,paid,2024-11-19,pro
inv_e0d31732367b4a,sub_e1d42fa248e549,usr_00448,29,paid,2024-12-19,pro
inv_cc333a37f7c248,sub_cfdf25f766364c,usr_00467,29,paid,2024-02-25,pro
inv_2d32ddbad15d41,sub_cfdf25f766364c,usr_00467,29,failed,2024-03-26,pro
inv_fb6b222f6f9a4c,sub_cfdf25f766364c,usr_00467,29,paid,2024-04-25,pro
inv_96e4eca5e4714a,sub_cfdf25f766364c,usr_00467,29,paid,2024-05-25,pro
inv_b9578d72d9e146,sub_cfdf25f766364c,usr_00467,29,paid,2024-06-24,pro
inv_917e7a988a7e43,sub_cfdf25f766364c,usr_00467,29,paid,2024-07-24,pro
inv_eaa1c77c67ff43,sub_cfdf25f766364c,usr_00467,29,paid,2024-08-23,pro
inv_08b30a2067f34d,sub_cfdf25f766364c,usr_00467,29,paid,2024-09-22,pro
inv_1619c9ced4ed42,sub_cfdf25f766364c,usr_00467,29,paid,2024-10-22,pro
inv_ed963fa6e4904e,sub_cfdf25f766364c,usr_00467,29,paid,2024-11-21,pro
inv_3f2204c6a14e4f,sub_cfdf25f766364c,usr_00467,29,paid,2024-12-21,pro
inv_83ef1f73a79a4e,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-02-25,pro
inv_6563547e8fb24c,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-03-26,pro
inv_ca6295d9192e40,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-04-25,pro
inv_68b4b4281ece40,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-05-25,pro
inv_c83ec847fd6848,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-06-24,pro
inv_e9480e3256e54e,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-07-24,pro
inv_9316af38064846,sub_0c3e8d5b400c44,usr_00469,29,paid,2024-08-23,pro
inv_74a7988fdf5b41,sub_d5af2fb686a94b,usr_00533,29,paid,2024-03-02,pro
inv_3c38549ee96f4a,sub_d5af2fb686a94b,usr_00533,29,paid,2024-04-01,pro
inv_61b9674ecbde44,sub_d5af2fb686a94b,usr_00533,29,paid,2024-05-01,pro
inv_fe808fcead184d,sub_d5af2fb686a94b,usr_00533,29,paid,2024-05-31,pro
inv_6bfbb27b14d740,sub_d5af2fb686a94b,usr_00533,29,paid,2024-06-30,pro
inv_8a401b20519e40,sub_d5af2fb686a94b,usr_00533,29,paid,2024-07-30,pro
inv_c6ae6a67e8784c,sub_d5af2fb686a94b,usr_00533,29,paid,2024-08-29,pro
inv_e164c1f0c5bc42,sub_b5cb9bdad30340,usr_00538,29,paid,2024-03-03,pro
inv_f51d8a748cee47,sub_b5cb9bdad30340,usr_00538,29,paid,2024-04-02,pro
inv_49952638fe7f47,sub_b5cb9bdad30340,usr_00538,29,paid,2024-05-02,pro
inv_6ef6eff9c38d4b,sub_b5cb9bdad30340,usr_00538,29,paid,2024-06-01,pro
inv_17679a18a43445,sub_1fc58c47184045,usr_00553,79,paid,2024-03-04,business
inv_e35c6dfa3a7b42,sub_1fc58c47184045,usr_00553,79,paid,2024-04-03,business
inv_c1d27dcd6d914c,sub_1fc58c47184045,usr_00553,79,paid,2024-05-03,business
inv_317f4205678e42,sub_1fc58c47184045,usr_00553,79,paid,2024-06-02,business
inv_1e4ce9c6955340,sub_1fc58c47184045,usr_00553,79,paid,2024-07-02,business
inv_5f9ad5cb28324e,sub_1fc58c47184045,usr_00553,79,paid,2024-08-01,business
inv_8b82cdd176c748,sub_1fc58c47184045,usr_00553,79,paid,2024-08-31,business
inv_c4baaff271c841,sub_17994b0d13fa49,usr_00558,29,paid,2024-03-05,pro
inv_03493d7e130546,sub_b470acf848fd49,usr_00568,29,paid,2024-03-06,pro
inv_d05f8f57007c46,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-03-06,pro
inv_a98d8cb7ad774b,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-04-05,pro
inv_a0581fe3c88245,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-05-05,pro
inv_5b0638d134f448,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-06-04,pro
inv_80b38600fd224a,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-07-04,pro
inv_a4ab08efb30a4f,sub_a0018a9ad15c4d,usr_00569,29,failed,2024-08-03,pro
inv_77888d98dd0a47,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-09-02,pro
inv_357d5ff088584c,sub_a0018a9ad15c4d,usr_00569,29,paid,2024-10-02,pro
inv_1a5d139db04547,sub_2ac17c72322947,usr_00583,29,paid,2024-03-07,pro
inv_c235197701744b,sub_2ac17c72322947,usr_00583,29,paid,2024-04-06,pro
inv_a5aacf0d5d174f,sub_2ac17c72322947,usr_00583,29,paid,2024-05-06,pro
inv_42caf98b67ba43,sub_2ac17c72322947,usr_00583,29,paid,2024-06-05,pro
inv_72b99187a3da45,sub_2ac17c72322947,usr_00583,29,paid,2024-07-05,pro
inv_178a822af4e242,sub_933a8ef3251248,usr_00604,29,paid,2024-03-10,pro
inv_3f980e4348d447,sub_a46cd41059364e,usr_00612,29,paid,2024-03-11,pro
inv_bc3acb64e60f48,sub_2e894994249b43,usr_00622,79,paid,2024-03-11,business
inv_eee3f841333b45,sub_aa7e5d050e2343,usr_00631,29,paid,2024-03-13,pro
inv_7833d59d7deb48,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-03-13,pro
inv_010a1bce5e784b,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-04-12,pro
inv_7e70f61beb0442,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-05-12,pro
inv_635919664abf49,sub_6f39d5ab91c24b,usr_00642,29,failed,2024-06-11,pro
inv_1bc1acbd1f8343,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-07-11,pro
inv_b95e27f7571742,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-08-10,pro
inv_8b6e15560fe54c,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-09-09,pro
inv_24f146f428fb48,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-10-09,pro
inv_e69f61220d3b49,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-11-08,pro
inv_ba55f3df3bec41,sub_6f39d5ab91c24b,usr_00642,29,paid,2024-12-08,pro
inv_a5591aa52e0442,sub_8a7db542a08946,usr_00648,29,paid,2024-03-14,pro
inv_e2a8f7427e9447,sub_8a7db542a08946,usr_00648,29,paid,2024-04-13,pro
inv_a037695c04094e,sub_8a7db542a08946,usr_00648,29,paid,2024-05-13,pro
inv_425f9ce76a2e47,sub_8a7db542a08946,usr_00648,29,paid,2024-06-12,pro
inv_44ede07c15da44,sub_8a7db542a08946,usr_00648,29,paid,2024-07-12,pro
inv_5d2a01e1c4a240,sub_8a7db542a08946,usr_00648,29,paid,2024-08-11,pro
inv_5251c4aa1a8d45,sub_8a7db542a08946,usr_00648,29,paid,2024-09-10,pro
inv_0a985737d02345,sub_8a7db542a08946,usr_00648,29,paid,2024-10-10,pro
inv_ca5b3c150d384c,sub_8a7db542a08946,usr_00648,29,paid,2024-11-09,pro
inv_e429384b141448,sub_8a7db542a08946,usr_00648,29,paid,2024-12-09,pro
inv_eeec70f5dd1b42,sub_8a7db542a08946,usr_00648,29,paid,2025-01-08,pro
inv_68678711f05a49,sub_c182716e516b4b,usr_00649,29,paid,2024-03-14,pro
inv_5bf48ce9cc884c,sub_c182716e516b4b,usr_00649,29,paid,2024-04-13,pro
inv_980b103c388441,sub_c182716e516b4b,usr_00649,29,paid,2024-05-13,pro
inv_2f3ade02119d42,sub_c182716e516b4b,usr_00649,29,paid,2024-06-12,pro
inv_b12a970ed9834d,sub_c182716e516b4b,usr_00649,29,paid,2024-07-12,pro
inv_cec10cb6150246,sub_c182716e516b4b,usr_00649,29,paid,2024-08-11,pro
inv_e0b09d30946e44,sub_c182716e516b4b,usr_00649,29,paid,2024-09-10,pro
