touch_id,target_id,is_existing_user,touch_type,owner,sent_at,responded,sequence_step
touch_32f43879e572,usr_02091,True,linkedin_inmail,alice@writely.ai,2025-01-15,True,5
touch_365fb22fe3fb,usr_02187,True,cold_email,carol@writely.ai,2024-11-04,False,1
touch_b0c1ab973d9c,usr_02187,True,voicemail,carol@writely.ai,2024-11-09,False,2
touch_38ae89042441,usr_02187,True,linkedin_inmail,carol@writely.ai,2024-11-08,False,3
touch_561d7b57fb95,usr_02187,True,linkedin_dm,carol@writely.ai,2024-11-25,False,4
touch_ba7f8606f521,usr_04340,True,linkedin_dm,bob@writely.ai,2024-12-21,False,1
touch_49133140cb07,usr_04340,True,linkedin_dm,carol@writely.ai,2024-12-24,False,2
touch_c517c023bba1,usr_04340,True,linkedin_inmail,carol@writely.ai,2024-12-27,False,3
touch_fb8f8c2b02a3,usr_04340,True,cold_email,bob@writely.ai,2024-12-30,False,4
touch_09a545313bce,usr_02694,True,linkedin_dm,carol@writely.ai,2024-09-26,False,1
touch_6d5629a8929a,usr_02694,True,call,carol@writely.ai,2024-09-28,False,2
touch_138cf4136e33,usr_02694,True,call,alice@writely.ai,2024-10-02,False,3
touch_07563d96f749,usr_02694,True,linkedin_dm,alice@writely.ai,2024-10-11,True,4
touch_257f0ec06995,usr_01058,True,linkedin_dm,carol@writely.ai,2024-12-01,False,1
touch_adbb16592b61,usr_01058,True,follow_up_email,carol@writely.ai,2024-12-07,False,2
touch_ccbb071596be,usr_01058,True,call,carol@writely.ai,2024-12-15,False,3
touch_163d305259ca,usr_01058,True,follow_up_email,carol@writely.ai,2024-12-22,False,4
touch_961cc9158861,usr_01058,True,voicemail,carol@writely.ai,2024-12-29,False,5
touch_205b0f5dedd1,usr_01980,True,voicemail,carol@writely.ai,2025-06-20,False,1
touch_74e93204d736,usr_01980,True,linkedin_dm,carol@writely.ai,2025-06-23,False,2
touch_d543c27d4359,usr_01980,True,call,carol@writely.ai,2025-06-28,False,3
touch_5d5767b55f4b,usr_04548,True,cold_email,carol@writely.ai,2024-05-23,False,1
touch_ad5a1a72bb60,usr_04548,True,cold_email,alice@writely.ai,2024-05-29,False,2
touch_ec31d3dc2fbc,usr_04548,True,follow_up_email,carol@writely.ai,2024-06-04,False,3
touch_1a19fcb5d42b,usr_04548,True,linkedin_dm,carol@writely.ai,2024-06-10,False,4
touch_a9bc630c700d,usr_02182,True,linkedin_inmail,bob@writely.ai,2025-02-16,True,1
touch_ade33017e79d,usr_02182,True,linkedin_inmail,alice@writely.ai,2025-02-20,False,2
touch_0af86d29a080,usr_03189,True,cold_email,bob@writely.ai,2025-02-23,True,1
touch_3216c3321719,usr_02889,True,cold_email,carol@writely.ai,2024-06-22,True,1
touch_361c89ce66ef,usr_04429,True,voicemail,carol@writely.ai,2025-03-20,False,1
touch_5a323bdd0264,usr_04429,True,voicemail,alice@writely.ai,2025-03-22,False,2
touch_79500cdeebdc,usr_04429,True,linkedin_inmail,bob@writely.ai,2025-03-24,False,3
touch_50d5a500c933,usr_04429,True,linkedin_inmail,alice@writely.ai,2025-04-07,False,4
touch_27df251e24c1,usr_04429,True,follow_up_email,alice@writely.ai,2025-04-09,False,5
touch_532ff139a8f3,usr_04549,True,voicemail,bob@writely.ai,2025-01-15,False,1
touch_173f6af801c2,usr_02963,True,linkedin_dm,carol@writely.ai,2024-10-08,False,1
touch_ba4e4c4fc22b,usr_02418,True,cold_email,alice@writely.ai,2024-04-21,False,1
touch_9e1ad608fa90,usr_02418,True,call,alice@writely.ai,2024-04-27,False,2
touch_020539110d4d,usr_02418,True,follow_up_email,alice@writely.ai,2024-04-27,False,3
touch_093d20306281,usr_02418,True,linkedin_inmail,bob@writely.ai,2024-05-03,False,4
touch_dfb609946372,usr_02418,True,follow_up_email,alice@writely.ai,2024-05-15,False,5
touch_be327949c8b7,usr_01816,True,call,alice@writely.ai,2024-11-08,False,1
touch_d83a15c7af65,usr_01816,True,linkedin_dm,bob@writely.ai,2024-11-12,False,2
touch_6979dc12f3f1,usr_01816,True,voicemail,alice@writely.ai,2024-11-12,False,3
touch_056a7a01255d,usr_04444,True,follow_up_email,bob@writely.ai,2024-12-01,False,1
touch_c055526385c4,usr_04444,True,call,carol@writely.ai,2024-12-05,True,2
touch_55c8cf032e26,usr_04444,True,linkedin_dm,carol@writely.ai,2024-12-05,True,3
touch_8bfa37dd42cc,usr_04444,True,call,bob@writely.ai,2024-12-10,False,4
touch_ce06bd359367,usr_01302,True,cold_email,alice@writely.ai,2024-04-27,False,1
touch_10932cb489eb,usr_01302,True,follow_up_email,bob@writely.ai,2024-05-03,False,2
touch_02ce96878618,usr_01302,True,call,alice@writely.ai,2024-05-09,False,3
touch_64a443550617,usr_01302,True,cold_email,bob@writely.ai,2024-05-15,False,4
touch_3ff8c827882d,usr_01302,True,linkedin_dm,carol@writely.ai,2024-05-13,False,5
touch_a7b16039de70,usr_03069,True,call,bob@writely.ai,2025-01-20,False,1
touch_381764965a4e,usr_03069,True,voicemail,alice@writely.ai,2025-01-25,False,2
touch_53530cba8860,usr_03069,True,call,bob@writely.ai,2025-01-24,False,3
touch_e83711361507,usr_03069,True,linkedin_inmail,alice@writely.ai,2025-02-04,True,4
touch_0d997ed331e5,usr_01924,True,follow_up_email,carol@writely.ai,2024-06-30,True,1
touch_f41b94ef0c7d,usr_01924,True,linkedin_dm,alice@writely.ai,2024-07-03,False,2
touch_b2d5fc29832c,usr_01924,True,linkedin_inmail,carol@writely.ai,2024-07-06,False,3
touch_7f8050091446,usr_01924,True,call,alice@writely.ai,2024-07-18,False,4
touch_e2b145c4512a,usr_01924,True,linkedin_inmail,bob@writely.ai,2024-07-08,False,5
touch_f310cb7d4c9d,usr_02762,True,linkedin_inmail,carol@writely.ai,2025-02-21,False,1
touch_2038be9efb6c,usr_02762,True,follow_up_email,alice@writely.ai,2025-02-24,False,2
touch_45589d455097,usr_00760,True,linkedin_inmail,carol@writely.ai,2024-10-24,False,1
touch_fb30c383d0ac,usr_00760,True,linkedin_inmail,bob@writely.ai,2024-10-31,False,2
touch_2a54b0a961da,usr_00760,True,linkedin_inmail,alice@writely.ai,2024-10-28,False,3
touch_20d1066e1825,usr_00760,True,call,bob@writely.ai,2024-11-14,False,4
touch_fb2a3292fa3d,usr_01488,True,linkedin_inmail,alice@writely.ai,2024-05-25,False,1
touch_e46652ea3e9b,usr_01488,True,linkedin_inmail,bob@writely.ai,2024-06-01,False,2
touch_26fb07c306f5,usr_01488,True,call,alice@writely.ai,2024-06-06,False,3
touch_89ca4d2af3e3,usr_01488,True,call,bob@writely.ai,2024-06-09,False,4
touch_96c05f588b1d,usr_01134,True,call,alice@writely.ai,2025-06-03,False,1
touch_098c2c47b092,usr_01134,True,linkedin_dm,bob@writely.ai,2025-06-06,False,2
touch_989b2755db7c,usr_01134,True,linkedin_inmail,carol@writely.ai,2025-06-09,False,3
touch_7b7187381500,usr_01134,True,voicemail,carol@writely.ai,2025-06-18,False,4
touch_10d2d6284834,usr_02011,True,follow_up_email,bob@writely.ai,2024-05-02,False,1
touch_f1d7d508f08b,usr_02011,True,cold_email,bob@writely.ai,2024-05-08,False,2
touch_b21d52b5a6e8,usr_02011,True,cold_email,carol@writely.ai,2024-05-08,False,3
touch_e5b4008a2fd6,usr_02011,True,call,carol@writely.ai,2024-05-23,False,4
touch_fd995e9cd6fe,usr_03092,True,cold_email,alice@writely.ai,2024-04-18,True,1
touch_a9cd72fe2621,usr_03092,True,follow_up_email,carol@writely.ai,2024-04-25,False,2
touch_4e079eda40da,usr_03092,True,call,carol@writely.ai,2024-04-26,False,3
touch_403c356bec6d,usr_03092,True,linkedin_inmail,bob@writely.ai,2024-04-27,False,4
touch_d4164f904dc9,usr_00001,True,cold_email,alice@writely.ai,2024-06-17,True,1
touch_ef9e86ff9d2a,usr_00368,True,call,bob@writely.ai,2024-04-26,False,1
touch_e5d2cd625695,usr_04269,True,call,bob@writely.ai,2025-04-04,False,1
touch_1c1890f76cd5,usr_04269,True,cold_email,carol@writely.ai,2025-04-08,False,2
touch_510045af1be8,usr_04269,True,linkedin_inmail,carol@writely.ai,2025-04-10,False,3
touch_fa494627f4d1,usr_04269,True,linkedin_dm,bob@writely.ai,2025-04-16,False,4
touch_08715a887deb,usr_04269,True,follow_up_email,alice@writely.ai,2025-04-12,True,5
touch_d5d5d8534bcc,usr_00978,True,linkedin_inmail,bob@writely.ai,2024-03-28,False,1
touch_31cc29cd7c44,usr_04481,True,call,carol@writely.ai,2024-12-28,False,1
touch_a8b14c0d80ca,usr_04481,True,follow_up_email,bob@writely.ai,2025-01-01,False,2
touch_740d14d5ec58,usr_04481,True,linkedin_dm,alice@writely.ai,2025-01-01,False,3
touch_d9344020d665,usr_02376,True,call,carol@writely.ai,2024-11-23,False,1
touch_95a11c54499c,usr_02376,True,linkedin_dm,bob@writely.ai,2024-11-27,False,2
touch_4d68b8897362,usr_02376,True,linkedin_inmail,alice@writely.ai,2024-11-29,False,3
touch_83a03fb46225,usr_02376,True,follow_up_email,bob@writely.ai,2024-12-11,False,4
touch_2da9518fe68d,usr_01324,True,follow_up_email,carol@writely.ai,2024-03-02,False,1
touch_07fce795454e,usr_01324,True,linkedin_inmail,bob@writely.ai,2024-03-08,True,2
touch_06739332b95e,usr_01324,True,linkedin_dm,carol@writely.ai,2024-03-14,False,3
touch_29e4892ad773,usr_01324,True,call,alice@writely.ai,2024-03-23,True,4
touch_d07d647ef5c9,usr_01324,True,voicemail,alice@writely.ai,2024-03-10,True,5
touch_72cd13b9f93a,usr_03993,True,follow_up_email,bob@writely.ai,2025-03-18,False,1
touch_e5cdfebb612b,usr_03993,True,linkedin_dm,alice@writely.ai,2025-03-21,False,2
touch_da1f24bacf60,usr_02868,True,follow_up_email,bob@writely.ai,2024-06-17,False,1
touch_be0b075b5ca8,usr_02868,True,linkedin_dm,bob@writely.ai,2024-06-22,True,2
touch_c815639c2d37,usr_02868,True,cold_email,alice@writely.ai,2024-06-21,False,3
touch_ae1215330d04,usr_02868,True,linkedin_inmail,alice@writely.ai,2024-06-29,False,4
touch_0f1084d7e3c5,usr_02868,True,linkedin_inmail,alice@writely.ai,2024-07-11,False,5
touch_6c51844ef961,usr_03733,True,linkedin_dm,carol@writely.ai,2024-03-09,False,1
touch_56a5ef9a999d,usr_03733,True,voicemail,alice@writely.ai,2024-03-16,True,2
touch_a0d6e5d75921,usr_03733,True,cold_email,alice@writely.ai,2024-03-21,False,3
touch_64fb30dc2acb,usr_03733,True,voicemail,alice@writely.ai,2024-03-18,False,4
touch_24f2b0d64a13,usr_04745,True,voicemail,carol@writely.ai,2024-04-28,False,1
touch_fb545197ad0d,usr_04745,True,cold_email,bob@writely.ai,2024-05-05,False,2
touch_193bd44c2290,usr_04745,True,follow_up_email,carol@writely.ai,2024-05-04,False,3
touch_b12192dd62f7,usr_00362,True,follow_up_email,bob@writely.ai,2024-09-12,False,1
touch_e07935da3e44,usr_00362,True,voicemail,bob@writely.ai,2024-09-16,False,2
touch_e2bedb4061a6,usr_01894,True,call,bob@writely.ai,2024-05-29,False,1
touch_b297f7ae0f91,usr_01894,True,cold_email,alice@writely.ai,2024-06-01,False,2
touch_688c14663b20,usr_01894,True,voicemail,bob@writely.ai,2024-06-04,True,3
touch_ec696c76988b,usr_01894,True,cold_email,alice@writely.ai,2024-06-10,False,4
touch_492e0d8333f2,usr_04227,True,linkedin_inmail,bob@writely.ai,2024-06-15,False,1
touch_064d62365ecb,usr_02973,True,call,bob@writely.ai,2025-06-26,False,1
touch_872c0c9eb0dc,usr_02973,True,cold_email,bob@writely.ai,2025-06-29,False,2
touch_f2569dcf2a14,usr_04742,True,cold_email,alice@writely.ai,2024-04-05,False,1
touch_f7f7d250563b,usr_04742,True,linkedin_inmail,alice@writely.ai,2024-04-11,False,2
touch_f12780aadc47,usr_04742,True,linkedin_dm,carol@writely.ai,2024-04-13,False,3
touch_269465e0455b,usr_02920,True,linkedin_dm,bob@writely.ai,2024-03-16,False,1
touch_01087889e211,usr_02920,True,voicemail,carol@writely.ai,2024-03-20,False,2
touch_7c54e72de21a,usr_02920,True,linkedin_inmail,bob@writely.ai,2024-03-22,True,3
touch_7d5a51df4ac8,usr_02920,True,call,carol@writely.ai,2024-03-31,False,4
touch_3f727d8d8b34,usr_04114,True,follow_up_email,bob@writely.ai,2024-05-13,True,1
touch_e6a3226c2251,usr_04114,True,voicemail,bob@writely.ai,2024-05-15,True,2
touch_517d647258f5,usr_02514,True,linkedin_inmail,bob@writely.ai,2024-10-29,False,1
touch_426933f9df47,usr_04729,True,call,bob@writely.ai,2024-05-02,False,1
touch_5286049aed47,usr_04729,True,call,alice@writely.ai,2024-05-06,False,2
touch_e5d953f0ca1b,usr_04729,True,voicemail,bob@writely.ai,2024-05-16,False,3
touch_dabbf7f4b986,usr_04729,True,follow_up_email,carol@writely.ai,2024-05-14,False,4
touch_aefe59aa53eb,usr_04729,True,linkedin_inmail,bob@writely.ai,2024-05-18,False,5
touch_172c05a8333c,usr_00855,True,follow_up_email,carol@writely.ai,2024-08-14,False,1
touch_872de1298bda,usr_00855,True,voicemail,carol@writely.ai,2024-08-16,False,2
touch_b36eb460b0a9,usr_00855,True,cold_email,alice@writely.ai,2024-08-28,False,3
touch_1219853adb8a,usr_02542,True,linkedin_dm,alice@writely.ai,2024-05-28,False,1
touch_60ed85fad5fe,usr_02542,True,follow_up_email,bob@writely.ai,2024-05-30,False,2
touch_d47f91edd825,usr_02542,True,follow_up_email,carol@writely.ai,2024-06-11,False,3
touch_0bd93d976850,usr_02542,True,voicemail,carol@writely.ai,2024-06-12,False,4
touch_cae50bb1e692,usr_02542,True,call,carol@writely.ai,2024-06-21,False,5
touch_41972075be47,usr_00654,True,follow_up_email,carol@writely.ai,2025-01-30,True,1
touch_ce14f0df1665,usr_02204,True,cold_email,carol@writely.ai,2025-06-22,False,1
touch_fc1d46789a26,usr_02204,True,follow_up_email,carol@writely.ai,2025-06-28,False,2
touch_dc09565d1e22,usr_00957,True,call,bob@writely.ai,2025-05-15,False,1
touch_155a0a0b9a66,usr_00957,True,follow_up_email,carol@writely.ai,2025-05-19,True,2
touch_8f4582fbd250,usr_01669,True,cold_email,bob@writely.ai,2024-12-26,False,1
touch_dfcadb9b4e16,usr_01669,True,cold_email,carol@writely.ai,2024-12-30,False,2
touch_51a484c65745,usr_02396,True,follow_up_email,carol@writely.ai,2024-08-01,False,1
touch_93d19059265c,usr_02396,True,linkedin_dm,alice@writely.ai,2024-08-06,False,2
touch_89e7a6f925e8,usr_02396,True,call,bob@writely.ai,2024-08-11,False,3
touch_e9ba1d9e37ab,usr_02396,True,voicemail,alice@writely.ai,2024-08-16,False,4
touch_da150c43bba0,usr_02396,True,cold_email,alice@writely.ai,2024-08-25,False,5
touch_14e456aa5e08,usr_03536,True,cold_email,carol@writely.ai,2024-09-09,True,1
touch_7e16845d0474,usr_04622,True,linkedin_dm,alice@writely.ai,2024-11-18,False,1
touch_c78ce15bcee2,usr_04622,True,cold_email,carol@writely.ai,2024-11-24,False,2
touch_8eec8be302d3,usr_04622,True,cold_email,alice@writely.ai,2024-11-28,False,3
touch_3d57d983b66b,usr_04622,True,voicemail,bob@writely.ai,2024-11-24,False,4
touch_b0c8c1875732,usr_04622,True,follow_up_email,carol@writely.ai,2024-12-04,False,5
touch_f5fe26942bad,usr_04612,True,call,carol@writely.ai,2025-06-23,False,1
touch_dec603221010,usr_04820,True,call,bob@writely.ai,2024-11-05,False,1
touch_7df2e63e1065,usr_04820,True,cold_email,carol@writely.ai,2024-11-08,False,2
touch_2ae7b659272b,usr_00230,True,linkedin_inmail,alice@writely.ai,2024-08-18,True,1
touch_a132abdf3f1f,usr_00230,True,call,carol@writely.ai,2024-08-23,False,2
touch_483c56720157,usr_00230,True,voicemail,alice@writely.ai,2024-08-22,False,3
touch_b7a858455a4f,usr_00230,True,linkedin_inmail,alice@writely.ai,2024-08-24,False,4
touch_11767ac96bee,usr_01762,True,linkedin_dm,alice@writely.ai,2024-08-11,False,1
touch_b22d93bb2d06,usr_00370,True,call,alice@writely.ai,2024-08-17,False,1
touch_e9a7eaf9d475,usr_00999,True,follow_up_email,alice@writely.ai,2024-10-26,False,1
touch_b7ad3f59aa3c,usr_00999,True,linkedin_dm,bob@writely.ai,2024-10-29,False,2
touch_2cdb67b52636,usr_03216,True,cold_email,bob@writely.ai,2025-04-18,False,1
touch_f4b2f6706b35,usr_03216,True,cold_email,carol@writely.ai,2025-04-25,False,2
touch_4f27d169417f,usr_03216,True,call,bob@writely.ai,2025-04-22,False,3
touch_bfd8cf9ca56c,usr_03216,True,call,bob@writely.ai,2025-05-09,False,4
touch_dd433e71c4bd,usr_02775,True,linkedin_inmail,bob@writely.ai,2025-04-29,False,1
touch_ad69ab3ce513,usr_02775,True,voicemail,carol@writely.ai,2025-05-05,False,2
touch_36fb7a780c56,usr_02775,True,cold_email,alice@writely.ai,2025-05-13,False,3
touch_3acc22ac1cd1,usr_03750,True,follow_up_email,bob@writely.ai,2024-09-25,False,1
touch_d2acc1ae5003,usr_03750,True,linkedin_dm,alice@writely.ai,2024-09-29,False,2
touch_5f95b4170b63,usr_04092,True,cold_email,bob@writely.ai,2024-03-05,False,1
touch_095b51f86da3,usr_04092,True,call,bob@writely.ai,2024-03-09,False,2
touch_e261d78d75c8,usr_04092,True,voicemail,alice@writely.ai,2024-03-13,False,3
touch_11c52843ef63,usr_04092,True,follow_up_email,carol@writely.ai,2024-03-23,False,4
touch_74ae90a614c7,usr_04092,True,linkedin_inmail,bob@writely.ai,2024-03-25,False,5
touch_59df2a7d77cc,usr_00294,True,linkedin_inmail,alice@writely.ai,2025-01-06,False,1
touch_cadd8779beb9,usr_00294,True,linkedin_dm,carol@writely.ai,2025-01-11,False,2
touch_6a2d80b3a071,usr_00294,True,linkedin_dm,carol@writely.ai,2025-01-18,False,3
touch_83d2b4220570,usr_04756,True,follow_up_email,carol@writely.ai,2024-10-17,False,1
touch_02913bcd31f5,usr_04756,True,voicemail,alice@writely.ai,2024-10-24,False,2
touch_ca0afc02e747,usr_04756,True,call,carol@writely.ai,2024-10-23,False,3
touch_af4730f3a981,usr_03769,True,call,alice@writely.ai,2024-10-28,False,1
touch_2df79a6f9dc9,usr_03769,True,cold_email,carol@writely.ai,2024-11-04,False,2
touch_bb779ef48dd7,usr_03799,True,linkedin_inmail,carol@writely.ai,2024-04-28,False,1
touch_3bf35b54e429,usr_03799,True,linkedin_inmail,bob@writely.ai,2024-05-03,False,2
touch_dc7fadf48de9,usr_03799,True,cold_email,carol@writely.ai,2024-05-08,False,3
touch_9a9607f9062b,usr_03799,True,call,bob@writely.ai,2024-05-16,True,4
touch_3c660d025c3d,usr_03059,True,call,carol@writely.ai,2024-10-08,False,1
touch_4f5ed9bb2fe6,usr_01890,True,linkedin_dm,bob@writely.ai,2024-09-30,False,1
touch_41cba45dcabc,usr_01890,True,call,bob@writely.ai,2024-10-07,False,2
touch_75318502cfe8,usr_01890,True,linkedin_dm,bob@writely.ai,2024-10-08,False,3
touch_6f89a66ef00b,usr_01890,True,voicemail,bob@writely.ai,2024-10-12,False,4
touch_3adb1fdc21ad,usr_00536,True,voicemail,bob@writely.ai,2024-11-18,False,1
touch_f4d522062a25,usr_01657,True,call,alice@writely.ai,2024-11-17,False,1
touch_8993889a9eca,usr_02812,True,follow_up_email,alice@writely.ai,2024-06-06,False,1
touch_87727cab4b3a,usr_04526,True,voicemail,alice@writely.ai,2025-01-30,False,1
