event_id,hs_contact_id,user_id,email_type,sent_at,opened,clicked,unsubscribed
em_a5a3114cb6ce,hs_c_32a7712f35,usr_00725,upgrade_nudge,2024-07-08 00:00:00,True,False,False
em_55bb430b4e04,hs_c_32a7712f35,usr_00725,reengagement,2024-04-29 00:00:00,False,False,False
em_ac7f34e9b9ab,hs_c_20023e1699,usr_03453,onboarding_day1,2025-02-07 00:00:00,False,False,False
em_08d2cbb5e846,hs_c_56a13609a7,usr_00045,feature_announcement,2024-03-21 00:00:00,False,False,False
em_e3888e3950f0,hs_c_56a13609a7,usr_00045,onboarding_day3,2024-04-16 00:00:00,True,True,False
em_f768b10a0931,hs_c_56a13609a7,usr_00045,feature_announcement,2024-03-05 00:00:00,True,False,False
em_6e2e496362d7,hs_c_847fdf1721,usr_02932,upgrade_nudge,2025-03-02 00:00:00,False,False,False
em_c821143c0af8,hs_c_847fdf1721,usr_02932,feature_announcement,2024-12-16 00:00:00,True,False,False
em_96bd74d3f121,hs_c_eb60741267,usr_01694,churn_winback,2024-09-04 00:00:00,True,False,False
em_5667a60c073a,hs_c_eb60741267,usr_01694,churn_winback,2024-08-29 00:00:00,True,True,False
em_bd7b396b0085,hs_c_eb60741267,usr_01694,feature_announcement,2024-09-08 00:00:00,False,False,False
em_a16a409f1b17,hs_c_eb60741267,usr_01694,onboarding_day3,2024-09-30 00:00:00,False,False,False
em_8a2e92237b92,hs_c_eb60741267,usr_01694,churn_winback,2024-07-23 00:00:00,False,False,False
em_2bb6d222896a,hs_c_eb60741267,usr_01694,onboarding_day3,2024-09-17 00:00:00,False,False,False
em_b2e0c3f77443,hs_c_3a980b6b51,usr_00422,reengagement,2024-06-15 00:00:00,False,False,False
em_77d5b439f4da,hs_c_cf3ccd702a,usr_01236,newsletter,2024-09-13 00:00:00,False,False,False
em_074970a22bdb,hs_c_cf3ccd702a,usr_01236,feature_announcement,2024-06-14 00:00:00,True,False,False
em_d2d1c339b0da,hs_c_cf3ccd702a,usr_01236,reengagement,2024-08-29 00:00:00,True,False,False
em_4fc0777f61b3,hs_c_cf3ccd702a,usr_01236,churn_winback,2024-07-06 00:00:00,False,False,False
em_2e9d75ce7eee,hs_c_cf3ccd702a,usr_01236,newsletter,2024-06-30 00:00:00,False,False,False
em_ce1d89da785c,hs_c_cf3ccd702a,usr_01236,newsletter,2024-08-13 00:00:00,False,False,False
em_6fc1bee72ad7,hs_c_00e36bc858,usr_01321,upgrade_nudge,2024-06-17 00:00:00,False,False,False
em_9434d211a3d0,hs_c_00e36bc858,usr_01321,churn_winback,2024-07-14 00:00:00,False,False,False
em_9f8aece1eb92,hs_c_00e36bc858,usr_01321,churn_winback,2024-08-22 00:00:00,False,False,False
em_f664564c1b05,hs_c_00e36bc858,usr_01321,upgrade_nudge,2024-06-05 00:00:00,False,False,False
em_fc2d7cf8dd05,hs_c_bd6981c131,usr_03847,onboarding_day3,2025-06-21 00:00:00,False,False,False
em_83a58f9ca0e7,hs_c_bd6981c131,usr_03847,onboarding_day1,2025-06-02 00:00:00,False,False,False
em_bc8598eff4e3,hs_c_bd6981c131,usr_03847,onboarding_day1,2025-06-06 00:00:00,False,False,True
em_0ebdaeb67706,hs_c_bd6981c131,usr_03847,newsletter,2025-03-23 00:00:00,False,False,False
em_87b60fb76b0f,hs_c_bd6981c131,usr_03847,churn_winback,2025-06-04 00:00:00,True,False,False
em_78d5eaf90134,hs_c_bd6981c131,usr_03847,onboarding_day1,2025-06-18 00:00:00,True,True,False
em_1d2235a61948,hs_c_1f1ecf09c8,usr_00616,onboarding_day1,2024-05-14 00:00:00,False,False,False
em_1898b4944acf,hs_c_1f1ecf09c8,usr_00616,newsletter,2024-06-20 00:00:00,False,False,False
em_2dc5723e4d5b,hs_c_1f1ecf09c8,usr_00616,feature_announcement,2024-04-24 00:00:00,False,False,False
em_14f590d17f68,hs_c_1f1ecf09c8,usr_00616,newsletter,2024-03-23 00:00:00,False,False,False
em_06be978faa9a,hs_c_1f1ecf09c8,usr_00616,feature_announcement,2024-06-13 00:00:00,False,False,False
em_26bde5d3fe4a,hs_c_3343060586,usr_03038,upgrade_nudge,2025-02-02 00:00:00,False,False,False
em_46a526a480b3,hs_c_3343060586,usr_03038,onboarding_day7,2024-12-02 00:00:00,True,False,False
em_86af438a8740,hs_c_3343060586,usr_03038,churn_winback,2025-03-21 00:00:00,False,False,False
em_a54e75ec0565,hs_c_3343060586,usr_03038,churn_winback,2025-02-27 00:00:00,True,False,False
em_de462254d81b,hs_c_3343060586,usr_03038,reengagement,2025-03-12 00:00:00,False,False,False
em_50cf35ab7d71,hs_c_23e402eb00,usr_03843,reengagement,2025-06-23 00:00:00,False,False,False
em_c8c2557c8173,hs_c_23e402eb00,usr_03843,newsletter,2025-05-14 00:00:00,True,False,False
em_3174e27d6036,hs_c_23e402eb00,usr_03843,onboarding_day3,2025-03-03 00:00:00,False,False,False
em_8203dce1c45f,hs_c_23e402eb00,usr_03843,reengagement,2025-03-20 00:00:00,True,False,True
em_475a06eef0d5,hs_c_23e402eb00,usr_03843,feature_announcement,2025-03-10 00:00:00,True,False,False
em_8c1fe182c7c8,hs_c_23e402eb00,usr_03843,onboarding_day1,2025-05-28 00:00:00,False,False,False
em_689856c32eea,hs_c_e581e49ef8,usr_04418,churn_winback,2025-05-26 00:00:00,False,False,False
em_fe50d3ad4bd2,hs_c_e581e49ef8,usr_04418,onboarding_day7,2025-05-21 00:00:00,False,False,False
em_b96f75b12938,hs_c_e581e49ef8,usr_04418,onboarding_day7,2025-05-30 00:00:00,False,False,False
em_a2b9665f5980,hs_c_8ec878ccc7,usr_00882,onboarding_day1,2024-06-10 00:00:00,False,False,False
em_8c45d1ffcf01,hs_c_8ec878ccc7,usr_00882,onboarding_day1,2024-06-19 00:00:00,True,False,False
em_8cbcb4cceae4,hs_c_8ec878ccc7,usr_00882,reengagement,2024-04-17 00:00:00,True,True,False
em_cbbcc11ebab2,hs_c_4e873b9624,usr_02092,newsletter,2024-10-28 00:00:00,False,False,False
em_69bc67739a6a,hs_c_4e873b9624,usr_02092,upgrade_nudge,2024-11-10 00:00:00,False,False,False
em_f6f4363f4cbd,hs_c_4e873b9624,usr_02092,churn_winback,2024-12-07 00:00:00,False,False,False
em_307d4d6131ec,hs_c_4e873b9624,usr_02092,upgrade_nudge,2024-11-14 00:00:00,False,False,False
em_410f5f3eee33,hs_c_4e873b9624,usr_02092,upgrade_nudge,2024-11-08 00:00:00,False,False,False
em_1ba6e07a1abe,hs_c_4e873b9624,usr_02092,newsletter,2024-11-22 00:00:00,True,False,False
em_52bf1b449d56,hs_c_7cdba4eb50,usr_02840,newsletter,2025-01-20 00:00:00,False,False,False
em_677f3b5cae4f,hs_c_7cdba4eb50,usr_02840,reengagement,2025-02-20 00:00:00,False,False,False
em_c429e45010b2,hs_c_0907d58f28,usr_03061,newsletter,2024-12-31 00:00:00,False,False,False
em_dbd36cdb58cf,hs_c_0907d58f28,usr_03061,newsletter,2024-12-18 00:00:00,False,False,False
em_28f01dd81436,hs_c_0907d58f28,usr_03061,churn_winback,2025-03-10 00:00:00,True,False,False
em_56e42c603c5f,hs_c_0907d58f28,usr_03061,upgrade_nudge,2025-02-24 00:00:00,False,False,False
em_507addd66de3,hs_c_e6e19e18d2,usr_04326,reengagement,2025-05-21 00:00:00,False,False,False
em_fb0725fc5810,hs_c_e6e19e18d2,usr_04326,feature_announcement,2025-06-27 00:00:00,True,False,False
em_470edf3c756a,hs_c_e6e19e18d2,usr_04326,upgrade_nudge,2025-06-12 00:00:00,True,True,False
em_35b8fe69502b,hs_c_e6e19e18d2,usr_04326,reengagement,2025-05-14 00:00:00,False,False,False
em_f67e6eab76b2,hs_c_c78c5f7167,usr_04679,newsletter,2025-06-27 00:00:00,True,False,False
em_99a9ce0ddfbd,hs_c_c78c5f7167,usr_04679,onboarding_day1,2025-06-25 00:00:00,True,True,False
em_d293c5ce7e86,hs_c_c78c5f7167,usr_04679,churn_winback,2025-06-26 00:00:00,False,False,False
em_97630f50e647,hs_c_c78c5f7167,usr_04679,upgrade_nudge,2025-06-24 00:00:00,False,False,False
em_fd5b2a069f45,hs_c_8a9259026f,usr_01531,onboarding_day3,2024-07-02 00:00:00,False,False,False
em_7457a39e6ce6,hs_c_8a9259026f,usr_01531,churn_winback,2024-06-28 00:00:00,False,False,False
em_42ab84ce8ae1,hs_c_8a9259026f,usr_01531,upgrade_nudge,2024-08-17 00:00:00,False,False,False
em_4e9fe61d7f48,hs_c_8a9259026f,usr_01531,onboarding_day1,2024-08-08 00:00:00,True,False,False
em_a6d3554cca3b,hs_c_20abc77518,usr_03713,upgrade_nudge,2025-03-19 00:00:00,True,True,False
em_f4efa5afcdf1,hs_c_20abc77518,usr_03713,churn_winback,2025-03-22 00:00:00,False,False,False
em_0ab1cd8dca11,hs_c_cdadc1a5e8,usr_01637,onboarding_day3,2024-08-18 00:00:00,True,False,False
em_36586a8e5451,hs_c_cdadc1a5e8,usr_01637,newsletter,2024-10-18 00:00:00,False,False,False
em_f0932bac888a,hs_c_cdadc1a5e8,usr_01637,onboarding_day1,2024-07-23 00:00:00,False,False,False
em_cf589bf056f0,hs_c_cdadc1a5e8,usr_01637,onboarding_day7,2024-08-20 00:00:00,False,False,False
em_9162903b11e8,hs_c_06d7e8d681,usr_01956,churn_winback,2024-11-24 00:00:00,True,False,False
em_f4b58a91986f,hs_c_06d7e8d681,usr_01956,reengagement,2024-11-19 00:00:00,False,False,False
em_5a023cefb42b,hs_c_06d7e8d681,usr_01956,feature_announcement,2024-10-06 00:00:00,True,False,False
em_f6cfc58b3e25,hs_c_06d7e8d681,usr_01956,reengagement,2024-10-12 00:00:00,False,False,False
em_f83f9becc815,hs_c_862e1d200b,usr_02659,newsletter,2024-10-26 00:00:00,False,False,False
em_5f3c9e5e334d,hs_c_35e6b1f1a6,usr_04895,feature_announcement,2025-06-29 00:00:00,True,False,False
em_acb348faa381,hs_c_35e6b1f1a6,usr_04895,reengagement,2025-06-25 00:00:00,False,False,False
em_bc952b69949d,hs_c_35e6b1f1a6,usr_04895,feature_announcement,2025-06-24 00:00:00,False,False,False
em_d48a5b71b45b,hs_c_35e6b1f1a6,usr_04895,reengagement,2025-06-27 00:00:00,False,False,False
em_8b4f7ca217d1,hs_c_35e6b1f1a6,usr_04895,upgrade_nudge,2025-06-27 00:00:00,False,False,False
em_89497270a1f2,hs_c_35e6b1f1a6,usr_04895,feature_announcement,2025-06-25 00:00:00,True,False,False
em_fec11c57a593,hs_c_3673e46880,usr_02033,churn_winback,2024-08-29 00:00:00,False,False,False
em_9091c5bc2946,hs_c_3673e46880,usr_02033,churn_winback,2024-12-12 00:00:00,False,False,False
em_f4400e5f02ba,hs_c_3673e46880,usr_02033,feature_announcement,2024-09-05 00:00:00,True,False,False
em_5b7935daf578,hs_c_3673e46880,usr_02033,onboarding_day3,2024-10-04 00:00:00,False,False,False
em_5d7fbaedda5a,hs_c_102f85cb23,usr_04216,onboarding_day7,2025-05-09 00:00:00,True,True,False
em_32fb147adaf9,hs_c_102f85cb23,usr_04216,reengagement,2025-04-26 00:00:00,False,False,False
em_fdcb858758a1,hs_c_102f85cb23,usr_04216,churn_winback,2025-06-08 00:00:00,False,False,False
em_1f8893da30a1,hs_c_fa78b32520,usr_00317,upgrade_nudge,2024-04-05 00:00:00,False,False,False
em_b8308ee7abd7,hs_c_fa78b32520,usr_00317,feature_announcement,2024-05-08 00:00:00,True,False,False
em_ef849e99d9d2,hs_c_fa78b32520,usr_00317,onboarding_day1,2024-05-31 00:00:00,False,False,False
em_fc9116609154,hs_c_fa78b32520,usr_00317,onboarding_day3,2024-04-05 00:00:00,False,False,False
em_1772d411600d,hs_c_fa78b32520,usr_00317,onboarding_day1,2024-06-02 00:00:00,True,False,False
em_7362eb3f51b0,hs_c_fa78b32520,usr_00317,onboarding_day3,2024-04-01 00:00:00,False,False,False
em_68ab14c057ec,hs_c_9fba770514,usr_04680,upgrade_nudge,2025-06-20 00:00:00,False,False,False
em_b99a0ac91fed,hs_c_9fba770514,usr_04680,feature_announcement,2025-06-08 00:00:00,False,False,False
em_42b7be086da8,hs_c_9fba770514,usr_04680,reengagement,2025-06-20 00:00:00,False,False,False
em_bee52284fb8e,hs_c_3353435d00,usr_01919,feature_announcement,2024-08-20 00:00:00,True,False,False
em_42180fcf9d53,hs_c_3353435d00,usr_01919,reengagement,2024-08-14 00:00:00,True,False,False
em_b56ab9656105,hs_c_3ff6c699cd,usr_04474,upgrade_nudge,2025-06-04 00:00:00,False,False,False
em_d8deefa75d7c,hs_c_3ff6c699cd,usr_04474,newsletter,2025-05-13 00:00:00,True,True,False
em_bfb46be8e9f5,hs_c_3ff6c699cd,usr_04474,churn_winback,2025-06-16 00:00:00,False,False,True
em_89b6e794c399,hs_c_3ff6c699cd,usr_04474,newsletter,2025-06-26 00:00:00,False,False,False
em_c8ffe93ff643,hs_c_d748064ce3,usr_02900,upgrade_nudge,2024-11-26 00:00:00,True,False,False
em_93d6c30d8f80,hs_c_d748064ce3,usr_02900,onboarding_day3,2024-12-02 00:00:00,False,False,False
em_650ea39cb0f6,hs_c_d748064ce3,usr_02900,feature_announcement,2025-01-23 00:00:00,False,False,False
em_d370b5dc5f5d,hs_c_d748064ce3,usr_02900,onboarding_day3,2025-03-01 00:00:00,False,False,False
em_7ca4d878510b,hs_c_d748064ce3,usr_02900,newsletter,2025-03-03 00:00:00,True,True,False
em_77e61294b7d1,hs_c_d748064ce3,usr_02900,onboarding_day3,2025-02-02 00:00:00,True,False,False
em_95e110701944,hs_c_609e70fb3a,usr_03960,newsletter,2025-05-21 00:00:00,False,False,False
em_f8a6dff9014c,hs_c_609e70fb3a,usr_03960,upgrade_nudge,2025-05-25 00:00:00,False,False,True
em_7abb0bdfeb4a,hs_c_2192c45a5a,usr_00378,onboarding_day1,2024-03-10 00:00:00,False,False,False
em_395ff64836bd,hs_c_2192c45a5a,usr_00378,onboarding_day1,2024-02-25 00:00:00,False,False,False
em_0cca1c04fbb1,hs_c_2192c45a5a,usr_00378,onboarding_day3,2024-06-05 00:00:00,True,False,False
em_67046e5c98de,hs_c_2192c45a5a,usr_00378,onboarding_day1,2024-03-06 00:00:00,False,False,False
em_adb9bf61d527,hs_c_2192c45a5a,usr_00378,newsletter,2024-05-19 00:00:00,False,False,False
em_08407033f689,hs_c_2192c45a5a,usr_00378,onboarding_day3,2024-05-04 00:00:00,False,False,False
em_ef78a5eff574,hs_c_3cfb6acc48,usr_00924,upgrade_nudge,2024-05-17 00:00:00,False,False,False
em_45ee35ca315e,hs_c_3cfb6acc48,usr_00924,feature_announcement,2024-07-28 00:00:00,False,False,False
em_ddd275daa247,hs_c_3cfb6acc48,usr_00924,churn_winback,2024-07-01 00:00:00,False,False,False
em_6e0cccc6fe45,hs_c_588dcbd19d,usr_02072,feature_announcement,2024-11-16 00:00:00,False,False,False
em_850f3a5c0ca0,hs_c_7d014b8ce8,usr_04296,reengagement,2025-06-25 00:00:00,False,False,False
em_629af32f416d,hs_c_7d014b8ce8,usr_04296,onboarding_day1,2025-05-08 00:00:00,True,False,False
em_945bcf368fb1,hs_c_7d014b8ce8,usr_04296,feature_announcement,2025-06-08 00:00:00,False,False,False
em_a6e0dccd595f,hs_c_b64d8a1255,usr_04071,onboarding_day3,2025-04-06 00:00:00,False,False,False
em_a4224cdd4409,hs_c_b64d8a1255,usr_04071,upgrade_nudge,2025-06-18 00:00:00,False,False,False
em_d78b97cb472d,hs_c_b64d8a1255,usr_04071,reengagement,2025-03-30 00:00:00,False,False,False
em_f16465c500cf,hs_c_b64d8a1255,usr_04071,reengagement,2025-05-18 00:00:00,False,False,False
em_700406d4ac60,hs_c_70956fb57c,usr_00034,reengagement,2024-03-25 00:00:00,True,False,False
em_61dc63e7804e,hs_c_70956fb57c,usr_00034,reengagement,2024-04-04 00:00:00,False,False,False
em_54993732db44,hs_c_70956fb57c,usr_00034,churn_winback,2024-04-29 00:00:00,False,False,False
em_faea55ab9918,hs_c_988e4a1756,usr_01544,churn_winback,2024-09-06 00:00:00,True,False,False
em_528c549ae631,hs_c_988e4a1756,usr_01544,onboarding_day1,2024-08-22 00:00:00,True,False,False
em_93a24c2abc71,hs_c_94ee7baa8e,usr_01971,newsletter,2024-11-29 00:00:00,True,False,False
em_3452ff6ce35c,hs_c_94ee7baa8e,usr_01971,onboarding_day1,2024-08-12 00:00:00,False,False,False
em_f1db04ee2253,hs_c_94ee7baa8e,usr_01971,feature_announcement,2024-10-03 00:00:00,False,False,False
em_bf3ce093debb,hs_c_7450092243,usr_02025,onboarding_day7,2024-09-08 00:00:00,True,False,False
em_cda4e35519dc,hs_c_7450092243,usr_02025,onboarding_day1,2024-08-25 00:00:00,False,False,False
em_1b8f98d248b2,hs_c_7450092243,usr_02025,onboarding_day7,2024-11-06 00:00:00,False,False,False
em_510aec72e446,hs_c_08778ce013,usr_02453,onboarding_day3,2024-10-24 00:00:00,False,False,False
em_d0e6189b77cb,hs_c_08778ce013,usr_02453,onboarding_day1,2025-01-17 00:00:00,False,False,False
em_64e74c543e35,hs_c_08778ce013,usr_02453,reengagement,2024-12-07 00:00:00,True,False,False
em_234637fa8512,hs_c_08778ce013,usr_02453,onboarding_day1,2024-10-31 00:00:00,False,False,False
em_c7f9dcc33c24,hs_c_b560866332,usr_04305,onboarding_day7,2025-05-17 00:00:00,False,False,False
em_15d507efbda9,hs_c_b560866332,usr_04305,reengagement,2025-05-23 00:00:00,False,False,False
em_c2f2a4c65907,hs_c_b560866332,usr_04305,newsletter,2025-06-10 00:00:00,False,False,False
em_a3731af3ba4f,hs_c_b560866332,usr_04305,reengagement,2025-06-27 00:00:00,True,False,False
em_db97af3dd1b2,hs_c_6a8fbf6d2d,usr_00713,reengagement,2024-03-25 00:00:00,True,False,False
em_6a09ecf6934d,hs_c_fa69e312fd,usr_00577,churn_winback,2024-06-12 00:00:00,True,True,False
em_d076bf182761,hs_c_fa69e312fd,usr_00577,onboarding_day3,2024-06-26 00:00:00,False,False,False
em_a686a9473cbe,hs_c_fa69e312fd,usr_00577,reengagement,2024-04-11 00:00:00,True,False,False
em_1bfd2c27f6c3,hs_c_fa69e312fd,usr_00577,onboarding_day1,2024-03-21 00:00:00,False,False,False
em_a6d8bc3555d2,hs_c_fa69e312fd,usr_00577,feature_announcement,2024-05-05 00:00:00,False,False,False
em_aa3125c96e0f,hs_c_fa69e312fd,usr_00577,feature_announcement,2024-06-08 00:00:00,False,False,False
em_c8aafcedc599,hs_c_12109c572e,usr_03001,reengagement,2025-03-19 00:00:00,False,False,False
em_1b2c21e6cf9b,hs_c_12109c572e,usr_03001,onboarding_day3,2025-03-15 00:00:00,False,False,False
em_7ca1f69c2d0a,hs_c_12109c572e,usr_03001,onboarding_day3,2025-01-01 00:00:00,False,False,False
em_136885ca8cd3,hs_c_12109c572e,usr_03001,feature_announcement,2025-02-20 00:00:00,False,False,False
em_1b58416a1314,hs_c_12109c572e,usr_03001,newsletter,2024-12-09 00:00:00,True,False,False
em_931bedc9988b,hs_c_1f95ef6ce7,usr_02961,newsletter,2025-03-10 00:00:00,True,False,False
em_a9bd21c68f9e,hs_c_1f95ef6ce7,usr_02961,reengagement,2025-01-08 00:00:00,True,False,False
em_0885d09ffe8c,hs_c_1f95ef6ce7,usr_02961,newsletter,2025-03-14 00:00:00,False,False,False
em_a463621e58e4,hs_c_1f95ef6ce7,usr_02961,newsletter,2025-03-22 00:00:00,False,False,False
em_5a74524d63ff,hs_c_73b35a16a6,usr_01465,onboarding_day1,2024-09-03 00:00:00,False,False,False
em_9dc41a35a760,hs_c_73b35a16a6,usr_01465,onboarding_day7,2024-07-15 00:00:00,True,False,False
em_2b6ea51bf1c4,hs_c_73b35a16a6,usr_01465,newsletter,2024-09-26 00:00:00,False,False,False
em_cad25f2f3124,hs_c_73b35a16a6,usr_01465,feature_announcement,2024-08-03 00:00:00,False,False,False
em_9ec82e836d05,hs_c_73b35a16a6,usr_01465,onboarding_day3,2024-07-25 00:00:00,False,False,False
em_bd1aa0d80eaa,hs_c_21eba93fe6,usr_04749,upgrade_nudge,2025-06-08 00:00:00,True,False,False
em_dcafe6175867,hs_c_21eba93fe6,usr_04749,reengagement,2025-06-27 00:00:00,True,False,False
em_c8c0db821b73,hs_c_21eba93fe6,usr_04749,upgrade_nudge,2025-06-11 00:00:00,True,False,False
em_e55e41021c55,hs_c_21eba93fe6,usr_04749,onboarding_day3,2025-06-11 00:00:00,False,False,False
em_57fabff5596f,hs_c_cf39dadc19,usr_01530,feature_announcement,2024-10-15 00:00:00,True,False,False
em_3274d59cdbe5,hs_c_cf39dadc19,usr_01530,upgrade_nudge,2024-07-31 00:00:00,True,False,False
em_28d8419bff0a,hs_c_cf39dadc19,usr_01530,onboarding_day3,2024-09-26 00:00:00,True,False,False
em_3b1450908297,hs_c_cf39dadc19,usr_01530,newsletter,2024-08-10 00:00:00,True,False,False
em_6d7499300c80,hs_c_6638e5ef38,usr_04768,reengagement,2025-06-18 00:00:00,False,False,False
em_c32267ef6cdd,hs_c_6638e5ef38,usr_04768,feature_announcement,2025-06-23 00:00:00,False,False,False
em_0a449bb45670,hs_c_cb6780d666,usr_02794,reengagement,2024-12-03 00:00:00,False,False,False
em_aa94b134ce36,hs_c_5b7a3ac2dd,usr_01040,feature_announcement,2024-06-27 00:00:00,True,False,False
em_117829415bb5,hs_c_5b7a3ac2dd,usr_01040,upgrade_nudge,2024-04-28 00:00:00,False,False,False
em_2daf332c2c51,hs_c_5b7a3ac2dd,usr_01040,newsletter,2024-05-14 00:00:00,False,False,False
em_4c43673c1b55,hs_c_5b7a3ac2dd,usr_01040,reengagement,2024-06-26 00:00:00,False,False,False
em_1d6b89e80ea6,hs_c_5b7a3ac2dd,usr_01040,onboarding_day1,2024-07-09 00:00:00,False,False,False
em_300f0546c4e2,hs_c_5b7a3ac2dd,usr_01040,feature_announcement,2024-06-28 00:00:00,False,False,False
em_e29ec7d006a8,hs_c_35b36d73f3,usr_00448,reengagement,2024-03-10 00:00:00,True,True,False
em_837427d8243a,hs_c_35b36d73f3,usr_00448,onboarding_day7,2024-04-04 00:00:00,True,False,False
em_d079cb3b326c,hs_c_35b36d73f3,usr_00448,newsletter,2024-04-11 00:00:00,False,False,False
em_b4cf05a43753,hs_c_787456e0b9,usr_04681,onboarding_day3,2025-06-14 00:00:00,True,False,False
em_5fda40b54c8f,hs_c_787456e0b9,usr_04681,newsletter,2025-06-01 00:00:00,False,False,False
em_73daaaf7f3c5,hs_c_787456e0b9,usr_04681,upgrade_nudge,2025-06-05 00:00:00,True,False,False
em_56aab748cfa5,hs_c_787456e0b9,usr_04681,onboarding_day1,2025-06-20 00:00:00,False,False,False
em_041ba1c807a1,hs_c_787456e0b9,usr_04681,onboarding_day3,2025-06-21 00:00:00,False,False,False
em_3b1a097e719b,hs_c_253dbf8f01,usr_03543,feature_announcement,2025-02-07 00:00:00,False,False,False
em_7a7b8f86d028,hs_c_253dbf8f01,usr_03543,upgrade_nudge,2025-03-10 00:00:00,False,False,False
em_7538101d855b,hs_c_253dbf8f01,usr_03543,feature_announcement,2025-03-20 00:00:00,False,False,True
